id,family_id,code,sku,name,image,slug,parent,is_enabled,values,associations,created_at,updated_at
63,381,8febef6a-b176-4776-aa03-2f5239bf22d8,10806800,Salora 22LED7015TDW LED TV,b/5/6/d/b56d2d5268d4cb297996e46744942bdfb8e514aa_10806800_2267.jpg,salora-22led7015tdw-led-tv,,true,"{""picture"":""b\/5\/6\/d\/b56d2d5268d4cb297996e46744942bdfb8e514aa_10806800_2267.jpg"",""name"":""Salora 22LED7015TDW LED TV"",""display_diagonal"":{""amount"":""22"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""5 \u0441\u0435\u043d\u0442. 2011""}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
64,386,9f2749b1-02ad-4dba-9a53-d0fa845223fb,10809911,Viewsonic LED LCD CDP6530,,viewsonic-led-lcd-cdp6530,,true,"{""name"":""Viewsonic LED LCD CDP6530"",""display_diagonal"":{""amount"":""65"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""6 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":8.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
65,386,69314469-f4bc-4672-8eef-3a737328e69a,10809937,AOC e950Sw,,aoc-e950sw,,true,"{""name"":""AOC e950Sw"",""power_requirements"":""90-240VAC"",""display_diagonal"":{""amount"":""19"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""6 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
66,386,fefcf839-f52d-4201-b65c-9288a618e025,10809940,NEC EX201W-BK,,nec-ex201w-bk,,true,"{""name"":""NEC EX201W-BK"",""display_diagonal"":{""amount"":""20"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""6 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
67,378,a139e12a-76cd-4d34-8c73-9ab8e7b52d8e,10813144,Sony SLT-A65VK,8/4/6/6/846675ea70ee603161a0f05545ee9aedcee4dd0c_10813144_4758.jpg,sony-slt-a65vk,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""picture"":""8\/4\/6\/6\/846675ea70ee603161a0f05545ee9aedcee4dd0c_10813144_4758.jpg"",""name"":""Sony SLT-A65VK"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""6 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
68,378,cf6bd826-a6af-40bb-b522-789b146fbfec,10813145,Sony SLT-A77V digital camera,9/d/0/1/9d01b0b474502cdbb9a1eee854000c1d76cf7c63_10813145_Sony.jpg,sony-slt-a77v-digital-camera,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""picture"":""9\/d\/0\/1\/9d01b0b474502cdbb9a1eee854000c1d76cf7c63_10813145_Sony.jpg"",""name"":""Sony SLT-A77V digital camera"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""6 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
69,380,1d57b078-64da-4387-aa28-1696561f13e2,10817854,Canon i-SENSYS MF5980DW,b/4/f/e/b4fe959bcd0b9f570c385a65a6dfdacf9ff5a3be_10817854_5160.jpg,canon-i-sensys-mf5980dw,,true,"{""maximum_print_size"":""215 x 355 mm"",""picture"":""b\/4\/f\/e\/b4fe959bcd0b9f570c385a65a6dfdacf9ff5a3be_10817854_5160.jpg"",""name"":""Canon i-SENSYS MF5980DW"",""release_date"":""7 \u0441\u0435\u043d\u0442. 2011""}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:11,2023-06-11 17:26:11
70,385,b1bbb783-2f36-450c-929e-0c8b7e70bb01,10949254,Canon i-SENSYS MF5980DW,,canon-i-sensys-mf5980dw-1,,true,"{""maximum_print_size"":""215 x 355 mm"",""multifunctional_functions"":[""Scan""],""name"":""Canon i-SENSYS MF5980DW"",""release_date"":""8 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
71,385,d1b20d1d-3f02-440c-ae2a-155da7b188aa,10949760,Lexmark X950de,,lexmark-x950de,,true,"{""maximum_print_size"":""A3 (297 x 420 mm)"",""multifunctional_functions"":[""Copy"",""Print"",""Scan""],""name"":""Lexmark X950de"",""release_date"":""8 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
72,378,366cb3d0-e482-4774-97dd-b9ae5e1792fa,10958432,Sony SLT-A77VK digital camera,e/7/d/7/e7d78b817d921fc7fd550e630d9a13f4b755f2ac_10958432_Sony.jpg,sony-slt-a77vk-digital-camera,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""picture"":""e\/7\/d\/7\/e7d78b817d921fc7fd550e630d9a13f4b755f2ac_10958432_Sony.jpg"",""name"":""Sony SLT-A77VK digital camera"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""9 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
73,391,c174b2e7-0469-4812-9ddf-bbd20874710c,10959423,ICIDU 1.3 Megapixel webcam with microphone,a/4/9/7/a497e03f393ebdc7100cf7e339996898f32bb16f_10959423_2323.jpg,icidu-1-3-megapixel-webcam-with-microphone,,true,"{""maximum_video_resolution"":""1280 x 1024"",""picture"":""a\/4\/9\/7\/a497e03f393ebdc7100cf7e339996898f32bb16f_10959423_2323.jpg"",""name"":""ICIDU 1.3 Megapixel webcam with microphone"",""release_date"":""9 \u0441\u0435\u043d\u0442. 2011"",""maximum_frame_rate"":30.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
74,391,3f21e580-303c-4118-b1ba-7423bda88596,10959424,ICIDU HD Webcam 720P,1/b/8/0/1b80c8a5da6e2e4c77c60f65177f1d22163caeab_10959424_8604.jpg,icidu-hd-webcam-720p,,true,"{""maximum_video_resolution"":""1280 x 720"",""picture"":""1\/b\/8\/0\/1b80c8a5da6e2e4c77c60f65177f1d22163caeab_10959424_8604.jpg"",""name"":""ICIDU HD Webcam 720P"",""total_megapixels"":""12"",""release_date"":""9 \u0441\u0435\u043d\u0442. 2011"",""maximum_frame_rate"":30.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
75,385,c429417f-f563-4c18-a7de-4c02ede79b19,10959625,Canon i-SENSYS MF5980dw,,canon-i-sensys-mf5980dw-2,,true,"{""maximum_print_size"":""Legal (216 x 356 mm)"",""multifunctional_functions"":[""Scan""],""name"":""Canon i-SENSYS MF5980dw"",""release_date"":""10 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":true}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
229,388,772f4eff-a419-476a-9b69-ffe13ae9fd6c,1111111233,galesh,,galesh-4,galesh,true,"{""supplier"":""abibas"",""eu_shoes_size"":""36"",""collection"":[""Summer 2016""],""price"":{""EUR"":144.0},""name"":""galesh"",""weight"":{""amount"":""800"",""unit"":""\u0433""}}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:26,2023-06-11 17:26:26
76,378,1ef5724f-b2c5-404f-ade7-bbd6a683d0d3,10970033,Fujifilm Z950EXR,d/7/1/9/d71983b45e681152c0baeb56d3fcf277988123aa_10970033_1139.jpg,fujifilm-z950exr,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""picture"":""d\/7\/1\/9\/d71983b45e681152c0baeb56d3fcf277988123aa_10970033_1139.jpg"",""name"":""Fujifilm Z950EXR"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""10 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false,""optical_zoom"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
77,386,4f4d80f6-6179-4009-b259-f668d64a246b,10974886,ASUS VE198S,,asus-ve198s,,true,"{""name"":""ASUS VE198S"",""display_diagonal"":{""amount"":""19"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""10 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
78,385,8b377492-1fb1-4eac-81a2-99fae8b5f412,10977324,Brother MFC-J5910DW multifunctional,,brother-mfc-j5910dw-multifunctional,,true,"{""maximum_print_size"":""297 x 432 mm"",""multifunctional_functions"":[""Copy"",""Fax"",""Print"",""Scan""],""name"":""Brother MFC-J5910DW multifunctional"",""release_date"":""11 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
79,378,300d1d00-438a-43fb-a9a1-ae5431c33fd1,10978314,Fujifilm FinePix Z950EXR,1/4/9/1/14917eda2d67d7808f27f1121736123ae2f0345c_10978314_5271.jpg,fujifilm-finepix-z950exr,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""picture"":""1\/4\/9\/1\/14917eda2d67d7808f27f1121736123ae2f0345c_10978314_5271.jpg"",""name"":""Fujifilm FinePix Z950EXR"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""12 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false,""optical_zoom"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
80,378,c5809ba4-ca3f-41fe-87ef-d2e425f6b1fd,10978316,Fujifilm FinePix Z950EXR,,fujifilm-finepix-z950exr-1,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""name"":""Fujifilm FinePix Z950EXR"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""12 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false,""optical_zoom"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
81,378,10962ff5-d5d2-4d33-a076-24304443f692,10978321,Samsung MV 800,,samsung-mv-800,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""name"":""Samsung MV 800"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""12 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false,""optical_zoom"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
82,378,27597e27-d3fb-429c-af07-01de89dcfa3f,10978322,Samsung WB WB750,,samsung-wb-wb750,,true,"{""camera_type"":""Compact"",""sensor_type"":""CCD"",""name"":""Samsung WB WB750"",""total_megapixels"":""16000000"",""weight"":{""amount"":""533"",""unit"":""\u0433""},""release_date"":""12 \u0441\u0435\u043d\u0442. 2011"",""auto_exposure"":false,""auto_focus_lock"":false,""auto_focus_assist_beam"":false,""optical_zoom"":18.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
83,386,81116cb2-8181-4c26-a5ab-ba5d2bc131fd,10982527,Samsung S22A450DW,,samsung-s22a450dw,,true,"{""name"":""Samsung S22A450DW"",""display_diagonal"":{""amount"":""22"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""13 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
84,385,c985174e-33ba-4efa-97f5-45669e74e21d,10982580,Canon imageCLASS MF5950DW,,canon-imageclass-mf5950dw,,true,"{""maximum_print_size"":""Legal (216 x 356 mm)"",""multifunctional_functions"":[""N""],""name"":""Canon imageCLASS MF5950DW"",""release_date"":""13 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
85,380,c2ba728e-e15e-48d2-99bc-1a460f80a8a5,10993501,Canon i-SENSYS LBP6750dn,,canon-i-sensys-lbp6750dn,,true,"{""maximum_print_size"":""215 x 355 mm"",""name"":""Canon i-SENSYS LBP6750dn"",""release_date"":""16 \u0441\u0435\u043d\u0442. 2011""}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
86,385,5df972c0-765c-43e6-bbeb-216ea4d0e6cf,10994742,Canon imageCLASS MF3010,,canon-imageclass-mf3010,,true,"{""maximum_print_size"":""Legal (216 x 356 mm)"",""name"":""Canon imageCLASS MF3010"",""release_date"":""16 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
87,386,277affa9-2630-4f91-ba7f-86370e4d57f1,10995726,HP LM975A8,,hp-lm975a8,,true,"{""name"":""HP LM975A8"",""display_diagonal"":{""amount"":""20"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""16 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
88,386,5557afd1-0590-4d2f-87e2-3da4a37421cf,10995793,ASUS VS198D-P,,asus-vs198d-p,,true,"{""name"":""ASUS VS198D-P"",""display_diagonal"":{""amount"":""19"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""16 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
89,386,e2d63446-9ddd-4d29-b5de-a672073cf8d2,10996074,LG 47WS10,,lg-47ws10,,true,"{""name"":""LG 47WS10"",""display_diagonal"":{""amount"":""47"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""16 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":12.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:12,2023-06-11 17:26:12
90,386,4388c7d8-8560-48bb-a073-41d5ae5f061b,11009932,LG E2251S,,lg-e2251s,,true,"{""name"":""LG E2251S"",""display_diagonal"":{""amount"":""22"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""16 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
91,386,92fea9a2-7da2-4301-91c9-bbe08063dedf,11026270,HP LA2206xc + WF722A,,hp-la2206xc-wf722a,,true,"{""name"":""HP LA2206xc + WF722A"",""display_diagonal"":{""amount"":""22"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""16 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
92,385,35de3274-9163-481f-bc7d-d000f89c1246,11042547,Xerox Workcentre 6015NI,,xerox-workcentre-6015ni,,true,"{""maximum_print_size"":""Legal (216 x 356 mm)"",""multifunctional_functions"":[""Copy"",""Print""],""name"":""Xerox Workcentre 6015NI"",""release_date"":""20 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
93,380,296bbdd3-1867-4128-a796-300655aeb384,11042550,Xerox 6700DNM,7/f/8/2/7f825e81e548d2365b24d56ff116a39947400d84_11042550_1577.jpg,xerox-6700dnm,,true,"{""maximum_print_size"":""Legal (216 x 356 mm)"",""picture"":""7\/f\/8\/2\/7f825e81e548d2365b24d56ff116a39947400d84_11042550_1577.jpg"",""name"":""Xerox 6700DNM"",""release_date"":""20 \u0441\u0435\u043d\u0442. 2011""}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
94,380,24da1ea6-6dea-405b-801e-372b7b23e4eb,11042552,Xerox 670DTM,8/c/6/0/8c6020cee617efe10419a75b0dfd4a07cb3391fb_11042552_8439.jpg,xerox-670dtm,,true,"{""maximum_print_size"":""A4 (210 x 297 mm)"",""picture"":""8\/c\/6\/0\/8c6020cee617efe10419a75b0dfd4a07cb3391fb_11042552_8439.jpg"",""name"":""Xerox 670DTM"",""release_date"":""20 \u0441\u0435\u043d\u0442. 2011""}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
95,386,9228c83f-7e27-413f-aa06-edfd72407d78,11047562,Samsung S24A450MW,,samsung-s24a450mw,,true,"{""name"":""Samsung S24A450MW"",""weight"":{""amount"":""5"",""unit"":""\u043a\u0433""},""display_diagonal"":{""amount"":""24"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""20 \u0441\u0435\u043d\u0442. 2011"",""display_srgb"":false,""display_color"":false,""response_time"":5.0}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
96,385,2f5dd1b4-4f62-4744-84fe-ef57e87acf0a,11049714,Canon i-SENSYS MF4430,,canon-i-sensys-mf4430,,true,"{""maximum_print_size"":""Legal (216 x 356 mm)"",""multifunctional_functions"":[""Scan""],""name"":""Canon i-SENSYS MF4430"",""release_date"":""21 \u0441\u0435\u043d\u0442. 2011"",""color_scanning"":false}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
97,381,6b5824e9-c0ff-4542-af3f-f2d2ed5367ad,11051162,Toshiba 40TL838G LED TV,a/c/e/1/ace15112f4f86e428b070146c5d1329bbb6afdfb_11051162_7823.jpg,toshiba-40tl838g-led-tv,,true,"{""picture"":""a\/c\/e\/1\/ace15112f4f86e428b070146c5d1329bbb6afdfb_11051162_7823.jpg"",""name"":""Toshiba 40TL838G LED TV"",""display_diagonal"":{""amount"":""40"",""unit"":""\u0434\u044e\u0439\u043c""},""release_date"":""21 \u0441\u0435\u043d\u0442. 2011""}","{""PACK"":{""products"":[],""product_models"":[],""groups"":[]},""UPSELL"":{""products"":[],""product_models"":[],""groups"":[]},""X_SELL"":{""products"":[],""product_models"":[],""groups"":[]},""SUBSTITUTION"":{""products"":[],""product_models"":[],""groups"":[]}}",2023-06-11 17:26:13,2023-06-11 17:26:13
